"Table S4. Quasi-likelihood F-tests for VRE0008 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
DUF5406 domain-containing protein,-0.299963324,3.601133085,0.502158367,0.508804404,0.66076512
DUF1700 domain-containing protein,-0.141501281,3.53194211,0.501789497,0.508953311,0.66076512
GNAT family N-acetyltransferase,0.15479641,9.569666343,0.501700438,0.508989268,0.66076512
Copper chaperone CopZ,-0.200471287,4.055468268,0.501064095,0.509246388,0.66076512
Transcriptional regulator CtsR,-0.152938887,7.849938986,0.497990678,0.510491766,0.661992549
23S methyl RNA motif,-0.155484867,2.518242652,0.495760469,0.511399216,0.662780578
cardiolipin synthase,0.127688307,6.742697657,0.494808447,0.511787499,0.662895232
Competence protein CoiA,-0.118594439,4.836053382,0.493778215,0.512208361,0.662939499
"Malic enzyme, NAD binding domain protein",-0.175457015,1.876040731,0.493258492,0.512421349,0.662939499
PBECR4 domain-containing protein,-0.122829324,5.492438852,0.487697108,0.514706391,0.665486045
Foldase protein PrsA,-0.135303351,10.16660368,0.48700626,0.514991688,0.665486045
Bifunctional ligase/repressor BirA,-0.117105533,6.56310029,0.484050099,0.516215995,0.666678484
Type II secretion system protein,-0.247901529,-1.003935857,0.482201021,0.516997264,0.666723553
XkdW domain-containing protein,-0.150746118,2.513899126,0.482007629,0.517065263,0.666723553
PTS mannose transporter subunit IICD,0.215500039,9.516240997,0.480651629,0.517630563,0.666723553
multidrug efflux MFS transporter EfmA,0.098724152,5.59846399,0.47943586,0.518138463,0.666723553
TIGR01212 family radical SAM protein,0.132653161,6.405940306,0.478903822,0.518361036,0.666723553
Aldo/keto reductase,-0.159822082,9.388719064,0.478418185,0.518564362,0.666723553
Integral membrane protein,0.173597989,10.17995732,0.478315376,0.518607426,0.666723553
PyrR binding site,-0.129613639,3.63503931,0.478182073,0.518663279,0.666723553
phosphonate ABC transporter ATP-binding protein,0.189825073,2.593553683,0.475552477,0.519767404,0.667119369
NADP-dependent phosphogluconate dehydrogenase,-0.116031269,10.14324226,0.474067324,0.520393012,0.667119369
Radical SAM protein,0.167137017,1.05003077,0.47373713,0.520533197,0.667119369
radical SAM family heme chaperone HemW,0.107112723,4.639741762,0.473367781,0.520688216,0.667119369
Single-stranded DNA-binding protein,0.207009273,9.594111395,0.472943179,0.520867556,0.667119369
FtsX-like permease family protein,-0.109399501,5.663157025,0.47265214,0.520990555,0.667119369
ABC transporter EcsB,-0.103027264,5.821158652,0.472432803,0.521083288,0.667119369
Glucosyl hydrolase family protein,0.106663079,4.405693358,0.471643556,0.521417246,0.667160608
PemK family transcriptional regulator,0.136954238,6.433019597,0.469517091,0.522319132,0.667928051
6-O-methylguanine DNA methyltransferase,-0.161411374,3.742206385,0.468476726,0.522761508,0.668055211
Arsenic metallochaperone ArsD family protein,0.172119456,1.659649664,0.467864254,0.523022872,0.668055211
NERD domain-containing protein,0.140082296,2.143237016,0.464870629,0.524300659,0.669300668
"dTDP-4-dehydrorhamnose 3,5-epimerase",-0.101723077,8.492197452,0.462060258,0.525506359,0.670452718
Putative gluconeogenesis factor,0.159527707,8.014421136,0.461230153,0.525863559,0.670521528
IS3 family IS1485 transposase ORF B,-0.102690249,6.758466152,0.459062661,0.526798531,0.671070113
ISL3 family IS1476 transposase,0.119037806,5.606665291,0.458825994,0.526900821,0.671070113
PemI family protein,0.109634355,6.981458965,0.457386462,0.527523855,0.671476825
BIG2 domain-containing protein,-0.234826021,-0.147265873,0.453414904,0.529254355,0.673291933
RNA polymerase subunit sigma-70,-0.157808712,0.681109814,0.45227032,0.529751455,0.673536784
PTS system beta-glucoside-specific EIIBCA component,0.548981174,7.916494158,0.450648029,0.530459972,0.674049999
Lactose transport system permease protein LacG,-0.18869,4.765015877,0.448896197,0.531228666,0.674639047
FMN dependent NADH:quinone oxidoreductase,-0.109537134,6.094417746,0.447898395,0.531667496,0.674808745
Uracil-DNA glycosylase,0.131900671,5.766788115,0.442971612,0.533845024,0.677183791
6-phosphofructokinase,-0.140932213,9.305194986,0.441368386,0.534557497,0.677698753
50S ribosomal protein L34,0.212352222,5.994114036,0.439596371,0.535347219,0.678311003
Transcriptional regulator,0.097880697,8.366838605,0.435889435,0.537006925,0.680024233
site-specific integrase,-1.155274351,3.367299342,0.429273054,0.539995403,0.683342151
MucBP domain-containing protein,-0.200187277,4.103758154,0.428717724,0.54024776,0.683342151
Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,0.13541684,8.83190698,0.428044036,0.540554239,0.683342151
Ribosome silencing factor,0.321628136,-0.415902585,0.426865087,0.541096066,0.683610404
GntR family transcriptional regulator,0.118821047,9.850644669,0.426222238,0.541384811,0.683610404
tRNA pseudouridine synthase D,-0.125472449,2.562841482,0.421785313,0.543418627,0.685786863
DNA-binding protein,0.098977657,9.031413641,0.418554469,0.544909434,0.687275961
pemK RNA,-0.139239193,2.097289175,0.417559109,0.54537079,0.687465688
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.114811972,10.23275362,0.413299036,0.547352547,0.689570645
tyrosine decarboxylase,0.106491168,9.620774411,0.410393419,0.548713021,0.690890939
A/G-specific adenine glycosylase,0.091438976,6.057246757,0.409693843,0.549041623,0.690911228
DNA internalization-related competence protein ComEC/Rec2,0.175975005,3.519882974,0.405738143,0.550907386,0.69286475
PTS beta-glucoside transporter subunit EIIBCA,0.098319858,7.835833305,0.404263823,0.551606134,0.693233373
phenylalanine--tRNA ligase subunit alpha,-0.165625321,6.522301745,0.403287249,0.552069996,0.693233373
Cysteine desulfurase,0.13720616,8.763665886,0.403137707,0.552141099,0.693233373
phosphoribosylformylglycinamidine synthase subunit PurQ,-0.345258579,-0.363669394,0.401889884,0.552740277,0.693252405
Patatin,0.121349688,7.239658514,0.401444852,0.552947332,0.693252405
DegV family protein,-0.108061234,9.610560487,0.401035798,0.553142515,0.693252405
Fe-S cluster assembly protein SufD,0.175007146,8.314320649,0.400349148,0.553470478,0.693252405
pyruvate kinase,-0.200747429,10.92990766,0.39981895,0.553723993,0.693252405
50S ribosomal protein L4,-0.370896523,9.843434581,0.396538056,0.555298169,0.694829797
Putative methylase,-0.109499958,8.005900251,0.394757044,0.556156629,0.695510354
MerR family transcriptional regulator,-0.088999786,7.477181632,0.393262329,0.556879243,0.696020353
"2',3'-cyclic-nucleotide 2'-phosphodiesterase",0.150494475,4.105200849,0.387933432,0.559471618,0.698865394
tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,-0.119560036,7.737595769,0.383448345,0.561673308,0.701068557
Topology modulation protein,0.172406319,0.849228114,0.382837357,0.56197579,0.701068557
Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,0.118699872,8.83624288,0.382408074,0.56218659,0.701068557
LysM domain protein,0.094416138,8.354413522,0.381487341,0.562641721,0.701240612
Aspartate/methionine/tyrosine aminotransferase,0.099112403,6.974105891,0.379838998,0.563458477,0.701862925
Unsaturated rhamnogalacturonyl hydrolase YteR,-0.120240738,2.443659498,0.377018616,0.564861867,0.703214858
Isochorismatase family protein YecD,-0.111360154,7.563000184,0.374101184,0.56632135,0.704635062
Fic family protein,0.111548901,6.619341948,0.372265111,0.567244024,0.705329996
glutamate racemase,0.09673436,5.724708916,0.371721353,0.567517894,0.705329996
Excisionase,0.169385335,1.500881377,0.367962196,0.569419699,0.707296041
FeoA domain-containing protein,0.138236575,5.83573822,0.365282232,0.57078273,0.707945523
Cold-shock protein,0.228917525,11.0494578,0.365199496,0.570824943,0.707945523
GHKL domain-containing protein,-0.103617407,5.883137717,0.365046244,0.570903151,0.707945523
16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,-0.093705261,8.630161804,0.363629423,0.571627285,0.708446147
Response regulator MprA,0.11496955,3.450181549,0.362052239,0.57243572,0.709050631
DUF2357 domain-containing protein,0.132685482,3.803976831,0.361055374,0.572947963,0.709287764
Oxidoreductase YteT,-0.121693475,2.34257973,0.360255962,0.573359491,0.70940002
group II intron reverse transcriptase/maturase,0.086524702,5.668089882,0.357127343,0.574976105,0.710401403
signal peptidase I,0.090788568,7.709315369,0.356702104,0.575196601,0.710401403
AEC family transporter,0.137619877,0.892484692,0.356501369,0.575301827,0.710401403
Flavoprotein,-0.084659817,6.384642157,0.356206042,0.575454054,0.710401403
ferrous iron transport protein B,-0.14975682,4.133719809,0.346214565,0.5806936,0.716469615
DNA replication protein DnaD,-0.092747335,5.962899515,0.341211741,0.583356601,0.719046763
Abhydrolase-3 domain-containing protein,-0.13629621,6.186722985,0.341069354,0.583432787,0.719046763
FosX/FosE/FosI family fosfomycin resistance hydrolase,-0.130909709,2.888631106,0.339690217,0.584171872,0.719556551
IclR family transcriptional regulator,-0.122581815,5.097633026,0.337644425,0.585272006,0.720390991
SMC-Scp complex subunit ScpB,0.081157626,6.121047103,0.337219751,0.585500954,0.720390991
Aldose epimerase,0.201164044,7.912611876,0.336320966,0.58598616,0.720586985
Tim44 domain-containing protein,0.095183148,4.324114655,0.333691518,0.587410799,0.721937341
tRNA-His(gtg),0.183619449,2.683609845,0.332710733,0.587944179,0.721964896
translational GTPase TypA,0.148325599,9.075319137,0.332449722,0.588086285,0.721964896
N-acetyltransferase domain-containing protein,0.185871731,9.461058964,0.331148891,0.588795746,0.722434736
ATP-dependent RecD-like DNA helicase,0.10771624,7.27089186,0.328096202,0.590468183,0.724084944
C4-dicarboxylic acid transporter DauA,-0.089256126,5.049096453,0.327191938,0.590965634,0.724293247
IreB family regulatory phosphoprotein,0.144953888,8.256328169,0.326397542,0.591403419,0.724428233
Pheromone autoinducer 2 transporter,-0.089306947,6.83676036,0.32118935,0.594291774,0.727563185
CpsH domain protein,-0.182558771,7.408752918,0.318097231,0.596021705,0.72927725
Fatty acid desaturase,0.20917758,2.51424159,0.317140009,0.596559572,0.729531645
thioredoxin-disulfide reductase,0.117214332,7.573128736,0.312835381,0.598991929,0.732101246
lysine--tRNA ligase,-0.125066924,9.13484227,0.310134056,0.600529918,0.733575497
DhaL domain-containing protein,-0.099614264,10.3140689,0.307827171,0.601850503,0.734342514
ArpR,-0.162445157,2.749277043,0.307437727,0.602074114,0.734342514
tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-0.095272579,6.685055809,0.306815088,0.602431977,0.734342514
Lysine riboswitch,-0.091902656,4.981023724,0.306720564,0.60248635,0.734342514
UPF0316 protein A6E74_10660,-0.091125687,4.280633154,0.304190718,0.603945794,0.735715786
DUF3110 domain-containing protein,-0.111367857,1.382852285,0.303156244,0.604545552,0.735961518
segregation/condensation protein A,-0.081100906,6.072133917,0.302693711,0.604813242,0.735961518
malonate decarboxylase holo-ACP synthase,0.16395755,0.625150158,0.298339323,0.607354056,0.738646765
YibE/F-like protein,0.095743548,2.582420232,0.291465951,0.611412517,0.742015407
"Cell wall-associated hydrolase, NlpC_P60 family",-0.156296684,2.091291832,0.291122712,0.611617186,0.742015407
biotin-independent malonate decarboxylase subunit beta,-0.091378696,3.238275281,0.290790477,0.611814887,0.742015407
competence type IV pilus minor pilin ComGD,0.187783052,-0.112214253,0.290733557,0.61185154,0.742015407
Type II restriction endonuclease DpnI,-0.126937882,5.783168337,0.290281697,0.61211837,0.742015407
Phage major capsid protein,-0.113838176,1.106206033,0.290250907,0.612137541,0.742015407
YolD-like family protein,-0.137880006,5.484773545,0.284412158,0.61564537,0.745858582
Undecaprenyl-phosphate galactosephosphotransferase,0.109401923,6.839224919,0.282717997,0.616672329,0.746693604
Helix-turn-helix transcriptional regulator,-0.126245106,7.518665457,0.274885165,0.621473845,0.752095606
NUDIX domain-containing protein,-0.104060514,6.883370032,0.271770001,0.623408394,0.754024048
Glucose uptake protein,0.111054436,5.795364322,0.270962629,0.623912145,0.754220751
Altronate oxidoreductase,-0.126520269,4.0506907,0.270069366,0.624470634,0.754483372
sensor histidine kinase LiaS,0.098163153,7.365382707,0.268375673,0.625532883,0.755028261
glycine C-acetyltransferase,0.133903552,4.092307919,0.268261575,0.625604602,0.755028261
Deoxynucleoside kinase,-0.118249211,7.400716267,0.266899078,0.626462546,0.755651222
ribokinase,0.414120824,7.592249726,0.26612862,0.626948956,0.755825596
"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain",0.080121529,8.11907991,0.263656141,0.628516112,0.757209137
Ferrichrome ABC transporter permease,0.122382299,3.175705432,0.263238882,0.628781536,0.757209137
Malonyl-CoA:ACP transacylase (MAT) domain-containing protein,-0.134760303,1.335007158,0.261731225,0.629743414,0.757954648
FeS-assembly-P domain-containing protein,-0.072314247,5.724251751,0.260875691,0.630289915,0.758199675
"PTS system lactose-N,N'-diacetylchitobiose-beta-glucoside transporter subunit IIA",0.135885714,3.338220608,0.259800472,0.630979149,0.75857236
DUF2140 domain-containing protein,0.084427584,6.040181083,0.259322832,0.631285908,0.75857236
MurR/RpiR family transcriptional regulator,-0.080573472,5.234097082,0.255792755,0.633564514,0.760896871
Antibiotic biosynthesis monooxygenase,-0.100620521,3.287759398,0.255021785,0.634064866,0.761084375
Glycoside hydrolase family 28,-0.079662619,5.032521283,0.252733506,0.635555677,0.761793319
BRO family protein,-0.964556756,5.081808,0.252683316,0.635588474,0.761793319
TetR family transcriptional regulator,0.102707343,10.15028794,0.252044701,0.636006135,0.761793319
"phage major tail protein, TP901-1 family",-0.220752095,1.112641944,0.252003746,0.63603368,0.761793319
1-phosphofructokinase,-0.078108408,7.101740344,0.25015911,0.63724332,0.762685097
"transfer-messenger RNA, SsrA",0.211170684,14.56055688,0.249640691,0.637584517,0.762685097
23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,-0.114445741,6.313605865,0.24929378,0.637813091,0.762685097
DUF624 domain-containing protein,0.088640493,7.169021763,0.247978019,0.638681882,0.763311157
"Transcriptional activator, Rgg/GadR/MutR family domain-containing protein",0.087490447,5.383924849,0.247011354,0.639322051,0.763663455
adenylosuccinate lyase,0.150114098,6.873601483,0.243055609,0.64195856,0.766398691
HK97 gp10 family phage protein,-0.125788687,0.0660167,0.241434571,0.643048866,0.767286046
PTS system protein,0.137697553,2.940007951,0.240533583,0.643653835,0.767306374
Small protein,0.122104073,3.455951798,0.240376216,0.643759984,0.767306374
adenine phosphoribosyltransferase,0.084229799,6.58047107,0.239450112,0.644385595,0.767564694
DUF4198 domain-containing protein,0.087754651,2.229953933,0.239028382,0.644671025,0.767564694
UPF0342 protein,-0.101740877,4.390816183,0.236658881,0.64628053,0.768397226
Glucuronyl hydrolase,0.077209408,3.892669664,0.236321823,0.646510315,0.768397226
methylglyoxal synthase,0.114411939,5.376366397,0.235853593,0.646829866,0.768397226
Lipoate--protein ligase family protein,-0.075831452,5.19750068,0.235530622,0.647050519,0.768397226
"HAD hydrolase, family IA",0.145705606,5.939002527,0.235446634,0.647107931,0.768397226
GNAT family acetyltransferase,0.072065127,6.247878108,0.234220358,0.647947661,0.768981363
SpoVT-AbrB domain-containing protein,-0.083840856,6.781572612,0.232920338,0.648840936,0.769592132
tRNA-Leu(gag),0.137417863,1.710941621,0.232459764,0.649158447,0.769592132
Sulfate exporter family transporter,0.133665735,5.643052458,0.231690288,0.649689044,0.769808401
DUF1508 domain-containing protein,0.115213017,9.554142004,0.230297124,0.65065306,0.770537715
Xanthine/uracil permease,0.078688196,4.786456501,0.229632626,0.651114165,0.770670995
Arginine:ornithine antiporter,0.185191575,14.16217565,0.227325363,0.652721773,0.771667283
AzlD domain-containing protein,0.091915048,3.778583781,0.227116538,0.652867784,0.771667283
bifunctional lysylphosphatidylglycerol flippase/synthetase MprF,0.070652328,8.421549019,0.226923344,0.653002934,0.771667283
D-ribose pyranase,0.373840381,6.484965587,0.226249834,0.653474672,0.771812233
DUF223 domain-containing protein,0.072871408,6.635973038,0.225556725,0.65396106,0.77195634
Methyltransferase,-0.08093986,5.065056015,0.225081673,0.654294971,0.77195634
Metal-dependent hydrolase,-0.083193685,5.420766162,0.2245214,0.654689352,0.772009684
PTS system sorbose-specific iic component,0.142527842,4.367657397,0.219334472,0.658370149,0.775188892
HTH-type transcriptional regulator LutR,-0.079617159,3.796253174,0.219188796,0.65847431,0.775188892
UPF0473 protein OMK_00175,0.104583541,9.148348153,0.218993273,0.658614175,0.775188892
heat-inducible transcriptional repressor HrcA,0.092327341,9.160690279,0.218358297,0.659068946,0.775188892
Conjugative transposon protein,0.100686933,3.553391454,0.218261356,0.659138452,0.775188892
DNA repair protein RadA,0.071159884,8.287367674,0.216193688,0.660625479,0.776524685
Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,-0.086693718,6.510521306,0.214341221,0.661965293,0.777378353
Rep protein,-0.068097185,5.815794661,0.214217647,0.662054925,0.777378353
DNA-processing protein DprA,-0.121736771,3.569834953,0.21314929,0.662831187,0.777876728
Cobalamin synthesis protein,-0.12694705,4.380724311,0.212401663,0.663375845,0.778102914
Sporulation initiation inhibitor protein Soj,0.083700821,6.500808649,0.210245978,0.664952998,0.779539278
Enterococcus sRNA 1C,-0.111448616,0.717383276,0.207210735,0.667191607,0.781749148
Orphan protein membrane protein,0.107920522,1.29001432,0.20558078,0.66840135,0.782751793
BTB domain-containing protein,-0.099377163,2.663847003,0.204097335,0.669507319,0.783501204
TRAP transporter substrate-binding protein,-0.207922039,2.843548616,0.20377284,0.669750012,0.783501204
M20-dimer domain-containing protein,0.149846825,12.67194814,0.202091446,0.671011374,0.784561686
catabolite control protein A,0.083686112,8.812224924,0.199753678,0.672775943,0.786102576
HAD family phosphatase,-0.069242052,6.534700673,0.199404843,0.673040333,0.786102576
Insertion element protein,0.081661967,3.576839647,0.197857392,0.674216627,0.787060698
tRNA-Gln(ctg),-0.103992288,3.050075528,0.196529591,0.675230462,0.787828259
Pyridoxal phosphate-dependent transferase,0.098008891,5.462907459,0.193404649,0.677633147,0.790214604
Cystathione beta-lyase,-0.061692099,7.348041705,0.192711038,0.678169662,0.790423364
"Transcriptional regulator, MarR family",-0.063320118,5.354473539,0.190111519,0.680190967,0.792361553
Hemolysin,-0.065529614,8.391141327,0.188999941,0.681060437,0.792648638
UPF0223 protein A5810_001368,0.092108326,4.659324984,0.188880033,0.681154415,0.792648638
2-hydroxy-3-oxopropionate reductase,-0.114091179,7.866145468,0.188131191,0.681742137,0.792915237
HTH domain protein,-0.138460288,0.289731754,0.186877541,0.682730723,0.793647544
PrgI family protein,-0.110208859,2.258932179,0.185980555,0.683438021,0.794052268
Alpha/beta fold hydrolase,0.083651846,5.473570077,0.184670475,0.684476888,0.794659892
HK97 family phage prohead protease,-0.147595491,-0.299632565,0.184296598,0.684777013,0.794659892
diadenylate cyclase CdaA,-0.067241897,8.59566143,0.183775064,0.68518952,0.794659892
ATP-binding protein,-0.076275572,9.876600437,0.183370322,0.685512332,0.794659892
Acryloyl-CoA reductase,0.073327633,5.429568852,0.182233868,0.686421054,0.794659892
Phage tail protein,-0.063825479,5.802085542,0.182089103,0.686537056,0.794659892
DUF1146 domain-containing protein,-0.097333856,7.531584581,0.181891897,0.686695169,0.794659892
Gluconate kinase,-0.062264726,6.139976787,0.181715983,0.686836297,0.794659892
carbamoyl phosphate synthase small subunit,0.216897147,5.70230056,0.179842441,0.68834452,0.795339998
DUF2929 domain-containing protein,-0.099790987,9.027307757,0.179702806,0.688457306,0.795339998
30S ribosome-binding factor RbfA,0.0736613,7.965001383,0.179645905,0.688503282,0.795339998
tRNA epoxyqueuosine(34) reductase QueG,-0.079496412,8.030324496,0.178244249,0.689638595,0.796188997
Holliday junction resolvase RuvX,0.10345402,9.559952486,0.177850559,0.689958443,0.796188997
Beta-fructofuranosidase,0.095482787,3.866013639,0.17715263,0.690526519,0.796428865
tRNA-Cys(gca),0.193425777,0.197076457,0.173490625,0.693530895,0.799199717
PTS system beta-glucoside-specific IIA component,0.087807033,0.986253324,0.173343076,0.693651857,0.799199717
Phage head morphogenesis protein,-0.108692965,1.114565703,0.171834816,0.694900354,0.800221189
Transcriptional antiterminator,0.076591431,3.116610952,0.17135979,0.69529435,0.800258099
Cyclic-di-AMP phosphodiesterase,0.083640866,9.147548202,0.170756033,0.695796798,0.800419729
HAD family hydrolase,0.071156351,9.894039099,0.170209671,0.696252405,0.800527336
Hemolysin III,-0.076635065,6.246419331,0.169250604,0.697054284,0.800757948
Stk1 family PASTA domain-containing Ser/Thr kinase,0.126715619,9.435077545,0.168704932,0.697511735,0.800757948
Major facilitator superfamily transporter,-0.06369274,5.681224404,0.168671861,0.697539488,0.800757948
Rhodanese,-0.088718968,1.683208378,0.167302324,0.698691886,0.801258378
Fe-ADH domain-containing protein,0.093052727,3.191840122,0.166925842,0.699009363,0.801258378
Oligopeptide-binding protein AppA,-0.10345056,12.04266074,0.166862799,0.699062601,0.801258378
PTS mannose transporter subunit IIAB,-0.130264969,8.484212282,0.165293837,0.700391558,0.80215572
Pribosyltran domain-containing protein,0.075527165,2.796102015,0.165082562,0.700571097,0.80215572
Carbohydrate deacetylase,-0.186476549,-0.556330435,0.164114879,0.701398724,0.80268767
IS6 family IS1297 transposase,-0.071879676,7.20228336,0.162312436,0.702937734,0.803855714
50S ribosomal protein L20,-0.182579687,7.732165975,0.162069394,0.703146518,0.803855714
Phage minor structural protein,-0.082865668,4.213506362,0.161500832,0.703635666,0.803999202
DNA repair protein RadC,-0.090687617,3.841135624,0.160940435,0.70411879,0.804135663
"Phosphotransferase system, EIIC",0.11659095,0.805403538,0.160108066,0.704838929,0.804542526
2-aminoethylphosphonate--pyruvate transaminase,-0.079551282,1.974396547,0.154767713,0.70950776,0.8094539
3'-5' exoribonuclease yhaM,-0.067306085,7.920059594,0.153411509,0.710708431,0.81040554
L-lactate dehydrogenase,-0.069794008,9.956305861,0.151714061,0.712220318,0.811710888
Prophage antirepressor,-0.068480757,2.323088555,0.144764581,0.718515923,0.818464042
Flavin-Reduct domain-containing protein,-0.059085589,5.761061392,0.144043835,0.719178867,0.818612248
Phage integrase,-0.068420642,6.503122119,0.143818514,0.719386521,0.818612248
Streptococcus sRNA SpF66,-0.173336261,7.489627707,0.142819517,0.72030948,0.818931325
50S ribosomal protein L19,-0.062739998,9.375814527,0.142394871,0.720702944,0.818931325
BppU-N domain-containing protein,-0.073721839,3.07642816,0.141931549,0.721133031,0.818931325
NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,0.069091024,10.25077132,0.141914916,0.72114848,0.818931325
nucleotidyltransferase,0.097424377,6.889762396,0.14133977,0.721683537,0.819118224
Damage-inducible protein J,-0.148999022,-0.841886434,0.140411452,0.722554645,0.81967061
Replication initiation factor,0.056961212,5.371780201,0.140024762,0.722911665,0.81967061
Cupin-2 domain-containing protein,0.063732483,2.673619167,0.136672598,0.726072991,0.822833102
HPr(Ser) kinase/phosphatase,0.072872985,8.101545749,0.13587802,0.726828893,0.822964007
tRNA guanosine(34) transglycosylase Tgt,-0.098227309,6.174848817,0.135768872,0.726932929,0.822964007
YebC/PmpR family DNA-binding transcriptional regulator,-0.054932387,7.837262059,0.13476341,0.727893589,0.823629849
PK domain-containing protein,0.079064144,5.856529771,0.133541759,0.729066399,0.824191452
Bacteriocin ABC transporter ATP-binding protein,-0.103534319,2.140729374,0.133470144,0.72913545,0.824191452
ABC transporter permease subunit,0.058219551,9.48370014,0.130374056,0.732136603,0.827160976
Site-specific integrase,-0.075697917,9.81857154,0.129973557,0.732527825,0.827180296
"alpha,alpha-phosphotrehalase",0.091545563,11.9783326,0.129463319,0.733027248,0.827321718
Glucose transporter GlcU,0.066945997,6.449265178,0.12875149,0.733725886,0.827687721
"Oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein",-0.077858093,1.993977775,0.127316823,0.735140931,0.828766567
AAA-27 domain-containing protein,-0.071433607,8.441542147,0.127022698,0.735431933,0.828766567
Epoxyqueuosine reductase QueH,-0.070104375,4.244519411,0.125910378,0.736536676,0.829588686
PilT domain-containing protein,-0.055915835,7.563203433,0.125317931,0.737127369,0.829823453
tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL,-0.076633282,4.383533439,0.124763241,0.737681872,0.829823453
tRNA-dihydrouridine synthase,0.101621234,5.465729787,0.124574313,0.737871058,0.829823453
dihydroorotase,0.13560311,4.810067319,0.123775902,0.738672378,0.830302301
Sugar diacid utilization regulator,-0.161675652,0.326157333,0.122917791,0.739538076,0.830538751
Putative HTH-type transcriptional regulator YjiR,-0.083324876,3.004504066,0.122817563,0.739638129,0.830538751
30S ribosomal protein S6,0.111561112,8.333924159,0.121823954,0.740643968,0.830538751
Magnesium transporter MgtC,-0.054341712,6.747505901,0.121554798,0.740917243,0.830538751
DNA topoisomerase,0.061967375,10.46461438,0.121458454,0.741015147,0.830538751
SnoaL-like domain-containing protein,0.062859123,5.178655378,0.121030768,0.741450288,0.830538751
YbbR-like protein,0.053354509,8.781067888,0.120969978,0.741512209,0.830538751
Inositol monophosphatase,0.06758225,5.212922424,0.120185563,0.742312814,0.830820576
alkyl hydroperoxide reductase subunit F,0.076086973,11.90089039,0.119987575,0.742515359,0.830820576
trimethoprim-resistant dihydrofolate reductase DfrG,-0.071027995,6.306534193,0.118227508,0.744324362,0.832423452
L-ribulose-5-phosphate 3-epimerase,0.078695478,3.659810767,0.112531876,0.750285557,0.83866601
HTH cro/C1-type domain-containing protein,-0.066887263,9.013794366,0.11146217,0.751424068,0.839514206
bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,-0.070786599,1.832126839,0.110575413,0.752372736,0.840149555
Class I SAM-dependent methyltransferase,-0.064152627,9.863425897,0.108384316,0.754734735,0.842361686
Pyridine nucleotide-disulfide family oxidoreductase,0.058863019,8.962673312,0.107271677,0.755944557,0.843172624
Methyltransferase domain-containing protein,-0.048178177,6.984895179,0.107015579,0.756224022,0.843172624
ribonuclease Y,0.05589329,10.19923415,0.105950262,0.757390597,0.844047687
TetR family dihydroxyacetone kinase regulator,-0.046152397,7.171631849,0.105176173,0.758242403,0.84437558
T2SSF domain-containing protein,-0.06362283,3.970401431,0.10498925,0.758448621,0.84437558
DNA polymerase III subunit beta,0.05084814,8.162082493,0.104208174,0.759312554,0.844911957
"1,4-beta-N-acetylmuramoylhydrolase",0.052103341,9.542906099,0.102078714,0.761686516,0.847008426
V-type ATP synthase subunit I,-0.061913135,9.747712269,0.101683539,0.762130105,0.847008426
Acid-resistance membrane protein,-0.046427321,8.087138165,0.101491614,0.762345892,0.847008426
Thioredoxin-like protein YtpP,-0.093763132,6.971029562,0.100122369,0.763892035,0.848299995
tRNA-Pro(tgg),-0.095504829,1.949218152,0.09837278,0.765885112,0.849351878
cell division ATP-binding protein FtsE,-0.054105601,8.427413284,0.097824789,0.766513207,0.849351878
HTH-OrfB-IS605 domain-containing protein,0.082956419,3.020946383,0.09770927,0.766645903,0.849351878
Phage RecT family recombinase,-0.099140814,2.041989621,0.097697421,0.766659676,0.849351878
leucine--tRNA ligase,0.05289088,9.791386782,0.097609999,0.766759995,0.849351878
decarboxylating 6-phosphogluconate dehydrogenase,-0.098467683,4.02845937,0.096855383,0.767629435,0.849889174
Exonuclease SbcC,0.046853532,8.894948007,0.09575219,0.768907301,0.850877899
DUF3188 domain-containing protein,-0.132105594,5.639065017,0.092701946,0.77248368,0.854407912
DNA helicase,-0.057060896,8.258622187,0.090894175,0.774634137,0.856040433
von Willebrand factor type A domain protein,-0.081589794,3.471783987,0.090810695,0.774734014,0.856040433
permease-like cell division protein FtsX,0.059028471,8.240997444,0.090340082,0.775297997,0.8562357
Glycosyl hydrolase,0.057343007,5.311907002,0.089882072,0.775848442,0.856415829
